1	Along	along	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	7	ras-k2	_	_
27	New	new	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	26	child	_	_
28	York	york	v	NNP	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	26	child	_	_
29	earlier	earlier	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	12	nmod	_	_
30	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-earlier|chunkType-child|stype-|voicetype-	29	child	_	_
31	be	be	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	9	ccof	_	_
32	made	make	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-be|chunkType-child|stype-|voicetype-	31	child	_	_
33	public	public	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP2|chunkType-head|stype-|voicetype-	31	k2s	_	_
34	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-public|chunkType-child|stype-|voicetype-	33	child	_	_

1	During	during	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	16	k7t	_	_
2	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-During|chunkType-child|stype-|voicetype-	1	child	_	_
3	regular	regular	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-During|chunkType-child|stype-|voicetype-	1	child	_	_
4	briefings	briefing	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-During|chunkType-child|stype-|voicetype-	1	child	_	_
5	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-During|chunkType-child|stype-|voicetype-	1	child	_	_
6	former	former	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	9	ccof	_	_
7	Foreign	foreign	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-former|chunkType-child|stype-|voicetype-	6	child	_	_
8	Minister	minister	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-former|chunkType-child|stype-|voicetype-	6	child	_	_
9	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	14	nmod	_	_
10	BJP	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	9	ccof	_	_
11	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-BJP|chunkType-child|stype-|voicetype-	10	child	_	_
12	senior	senior	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-BJP|chunkType-child|stype-|voicetype-	10	child	_	_
13	leader	leader	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-BJP|chunkType-child|stype-|voicetype-	10	child	_	_
14	Jaswant	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	16	k1	_	_
15	Singh	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Jaswant|chunkType-child|stype-|voicetype-	14	child	_	_
16	said	say	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
17	that	that	Comp	CC	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP2|chunkType-head|stype-|voicetype-	16	k2	_	_
18	although	although	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP3|chunkType-head|stype-|voicetype-	17	ccof	_	_
19	India	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	20	k1	_	_
20	has	have	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	18	ccof	_	_
21	voted	vote	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has|chunkType-child|stype-|voicetype-	20	child	_	_
22	against	against	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VGF|chunkType-head|stype-|voicetype-	20	vmod	_	_
23	Iran	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-against|chunkType-child|stype-|voicetype-	22	child	_	_
24	on	on	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	20	k7	_	_
25	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	24	child	_	_
26	resolution	resolution	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	24	child	_	_
27	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	24	child	_	_
28	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP8|chunkType-head|stype-|voicetype-	29	k1	_	_
29	can	can	v	MD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	18	ccof	_	_
30	not	not	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-can|chunkType-child|stype-|voicetype-	29	child	_	_
31	be	be	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-can|chunkType-child|stype-|voicetype-	29	child	_	_
32	said	say	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-can|chunkType-child|stype-|voicetype-	29	child	_	_
33	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-can|chunkType-child|stype-|voicetype-	29	child	_	_
34	whether	whether	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP4|chunkType-head|stype-|voicetype-	29	k2	_	_
35	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP9|chunkType-head|stype-|voicetype-	36	k1	_	_
36	has	have	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG4|chunkType-head|stype-|voicetype-	34	ccof	_	_
37	been	be	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has2|chunkType-child|stype-|voicetype-	36	child	_	_
38	able	able	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	36	k1s	_	_
39	to	to	p	TO	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG5|chunkType-head|stype-|voicetype-	36	k2	_	_
40	explain	explain	v	VB	cat-v|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-to|chunkType-child|stype-|voicetype-	39	child	_	_
41	its	it	P	PRP$	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP10|chunkType-head|stype-|voicetype-	39	k2	_	_
42	importance	importance	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-its|chunkType-child|stype-|voicetype-	41	child	_	_
43	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-its|chunkType-child|stype-|voicetype-	41	child	_	_
44	or	or	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-FRAGP|chunkType-head|stype-|voicetype-	39	fragof	_	_
45	not	not	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-or|chunkType-child|stype-|voicetype-	44	child	_	_
46	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-or|chunkType-child|stype-|voicetype-	44	child	_	_

1	He	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	wondered	wonder	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-wondered|chunkType-child|stype-|voicetype-	2	child	_	_
4	if	if	Conj	IN	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	2	k2	_	_
5	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	12	k2	_	_
6	decision	decision	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	5	child	_	_
7	to	to	p	TO	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	5	nmod	_	_
8	sign	sign	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-to|chunkType-child|stype-|voicetype-	7	child	_	_
9	on	on	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	7	k7p	_	_
10	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	9	child	_	_
11	resolution	resolution	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	9	child	_	_
12	was	be	v	VBD	cat-v|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	4	ccof	_	_
13	taken	take	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-was|chunkType-child|stype-|voicetype-	12	child	_	_
14	by	by	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	12	k1	_	_
15	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-by|chunkType-child|stype-|voicetype-	14	child	_	_
16	cabinet	cabinet	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-by|chunkType-child|stype-|voicetype-	14	child	_	_
17	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-by|chunkType-child|stype-|voicetype-	14	child	_	_

1	Why	why	D	WRB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	9	adv	_	_
2	were	be	v	VBD	cat-v|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	9	fragof	_	_
3	n't	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-were|chunkType-child|stype-|voicetype-	2	child	_	_
4	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	9	k2	_	_
5	opposition	opposition	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	4	child	_	_
6	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	4	child	_	_
7	political	political	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	4	child	_	_
8	parties	party	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	4	child	_	_
9	consulted	consult	v	VBG	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	0	root	_	_
10	on	on	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	9	k7	_	_
11	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	10	child	_	_
12	issue	issue	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	10	child	_	_
13	?	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	10	child	_	_

1	He	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	also	also	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	made	make	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-also|chunkType-child|stype-|voicetype-	2	child	_	_
4	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	2	k2	_	_
5	demand	demand	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	4	child	_	_
6	that	that	Comp	IN	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	4	rs	_	_
7	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	29	k2	_	_
8	content	content	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	7	child	_	_
9	of	of	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	7	r6	_	_
10	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-of|chunkType-child|stype-|voicetype-	9	child	_	_
11	conversation	conversation	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-of|chunkType-child|stype-|voicetype-	9	child	_	_
12	between	between	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	17	ccof	_	_
13	Prime	prime	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-between|chunkType-child|stype-|voicetype-	12	child	_	_
14	Minister	minister	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-between|chunkType-child|stype-|voicetype-	12	child	_	_
15	Manhoman	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-between|chunkType-child|stype-|voicetype-	12	child	_	_
16	Singh	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-between|chunkType-child|stype-|voicetype-	12	child	_	_
17	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP2|chunkType-head|stype-|voicetype-	9	nmod	_	_
18	Pakistan	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP6|chunkType-head|stype-|voicetype-	17	ccof	_	_
19	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	18	child	_	_
20	President	president	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	18	child	_	_
21	Parvez	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	18	child	_	_
22	Musharraf	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	18	child	_	_
23	held	hold	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	9	nmod	_	_
24	at	at	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP3|chunkType-head|stype-|voicetype-	23	k7p	_	_
25	New	new	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	24	child	_	_
26	York	york	v	NNP	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	24	child	_	_
27	earlier	earlier	D	RBR	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	23	k7t	_	_
28	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-earlier|chunkType-child|stype-|voicetype-	27	child	_	_
29	be	be	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	6	ccof	_	_
30	disclosed	disclose	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-be|chunkType-child|stype-|voicetype-	29	child	_	_
31	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-be|chunkType-child|stype-|voicetype-	29	child	_	_

1	Before	before	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	9	k7t	_	_
2	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-Before|chunkType-child|stype-|voicetype-	1	child	_	_
3	talks	talk	v	NNS	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-Before|chunkType-child|stype-|voicetype-	1	child	_	_
4	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-Before|chunkType-child|stype-|voicetype-	1	child	_	_
5	Pakistan	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	9	k1	_	_
6	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	5	child	_	_
7	General	general	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	5	child	_	_
8	Karamat	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Pakistan|chunkType-child|stype-|voicetype-	5	child	_	_
9	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
10	given	give	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	9	child	_	_
11	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	9	k2	_	_
12	statement	statement	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	11	child	_	_
13	that	that	Comp	IN	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	11	rs	_	_
14	talks	talk	v	NNS	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	22	k2	_	_
15	over	over	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	14	nmod	_	_
16	removing	remove	v	VBG	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-over|chunkType-child|stype-|voicetype-	15	child	_	_
17	forces	force	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	15	k2	_	_
18	from	from	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	15	k7p	_	_
19	Siachen	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	18	child	_	_
20	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	18	child	_	_
21	Kupwara	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	18	child	_	_
22	would	would	v	MD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	13	ccof	_	_
23	be	be	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-would|chunkType-child|stype-|voicetype-	22	child	_	_
24	held	hold	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-would|chunkType-child|stype-|voicetype-	22	child	_	_
25	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-would|chunkType-child|stype-|voicetype-	22	child	_	_

1	But	but	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	0	root	_	_
2	what	what	P	WP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	3	k2	_	_
3	was	be	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	7	nmod__relc	_	_
4	talked	talk	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-was|chunkType-child|stype-|voicetype-	3	child	_	_
5	about	about	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-was|chunkType-child|stype-|voicetype-	3	child	_	_
6	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-was|chunkType-child|stype-|voicetype-	3	child	_	_
7	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	8	k2	_	_
8	has	have	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	1	ccof	_	_
9	not	not	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has|chunkType-child|stype-|voicetype-	8	child	_	_
10	been	be	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has|chunkType-child|stype-|voicetype-	8	child	_	_
11	made	make	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has|chunkType-child|stype-|voicetype-	8	child	_	_
12	public	public	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	8	k2s	_	_
13	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-public|chunkType-child|stype-|voicetype-	12	child	_	_

