1	Theft	theft	n	NNPS	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	5	rs	_	_
39	Ali	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
40	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
41	forthcoming	forthcoming	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
42	film	film	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
43	'	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
44	Bunty	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
45	aur	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
46	Babli	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
47	'	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_
48	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-in3|chunkType-child|stype-|voicetype-	37	child	_	_

1	We	I	P	PRP	cat-P|gen-m|num-p|pers-1|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	should	should	v	MD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	mention	mention	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-should|chunkType-child|stype-|voicetype-	2	child	_	_
4	here	here	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	2	k7	_	_
5	that	that	Comp	IN	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	2	k2	_	_
6	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	7	k1	_	_
7	's	be	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	5	ccof	_	_
8	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	7	k1s	_	_
9	same	same	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	8	child	_	_
10	Aki	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	8	child	_	_
11	Narula	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	8	child	_	_
12	who	who	Comp	WP	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	13	k1	_	_
13	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	8	nmod__relc	_	_
14	designed	design	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	13	child	_	_
15	costumes	costume	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	13	k2	_	_
16	for	for	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	25	ccof	_	_
17	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
18	superhit	'	jj	JJ	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
19	film	film	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
20	'	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
21	Dil	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
22	Chahta	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
23	Hai	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
24	'	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
25	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP2|chunkType-head|stype-|voicetype-	13	rt	_	_
26	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	30	nmod	_	_
27	much	much	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the3|chunkType-child|stype-|voicetype-	26	child	_	_
28	talked	talk	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the3|chunkType-child|stype-|voicetype-	26	child	_	_
29	about	about	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the3|chunkType-child|stype-|voicetype-	26	child	_	_
30	'	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP7|chunkType-head|stype-|voicetype-	25	ccof	_	_
31	Monsoon	monsoon	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-3|chunkType-child|stype-|voicetype-	30	child	_	_
32	Wedding	wedding	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-3|chunkType-child|stype-|voicetype-	30	child	_	_
33	'	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-3|chunkType-child|stype-|voicetype-	30	child	_	_
34	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-3|chunkType-child|stype-|voicetype-	30	child	_	_

1	However	however	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	19	sent-adv	_	_
2	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-However|chunkType-child|stype-|voicetype-	1	child	_	_
3	after	after	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	19	k7t	_	_
4	Sunit	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
5	Verma	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
6	's	'	vbz	VBZ	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
7	charged	charge	v	IN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
8	press	press	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
9	conference	conference	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-after|chunkType-child|stype-|voicetype-	3	child	_	_
10	at	at	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	19	k7	_	_
11	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
12	Lakme	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
13	India	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
14	Fashion	fashion	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
15	Week	week	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
16	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-at|chunkType-child|stype-|voicetype-	10	child	_	_
17	Aki	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	19	k1	_	_
18	Narula	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Aki|chunkType-child|stype-|voicetype-	17	child	_	_
19	was	be	v	VBD	cat-v|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	21	vmod	_	_
20	bound	bound	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	19	k1s	_	_
21	to	to	p	TO	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	0	root	_	_
22	reply	reply	v	VB	cat-v|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-to|chunkType-child|stype-|voicetype-	21	child	_	_
23	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-to|chunkType-child|stype-|voicetype-	21	child	_	_

1	So	so	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	4	sent-adv	_	_
2	he	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	4	k1	_	_
3	too	too	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-he|chunkType-child|stype-|voicetype-	2	child	_	_
4	called	call	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	11	ccof	_	_
5	up	up	particle	RP	cat-particle|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PRT|chunkType-head|stype-|voicetype-	4	pof	_	_
6	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	4	k2	_	_
7	press	press	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	6	child	_	_
8	in	in	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	4	k7t	_	_
9	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	8	child	_	_
10	afternoon	afternoon	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	8	child	_	_
11	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	0	root	_	_
12	said	say	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	11	ccof	_	_
